cpus=4
           <...>-3239  [000] 14579.117612586:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.356215533: (+3166)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000] 14583.356221755: (+6222)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.364762144: (+8540389) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.364767089: (+4945)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.364784663: (+17574) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364808089: (+23426) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364828200: (+20111) sched_switch:         kworker/0:0:2872 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.364836441: (+8241)  sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.364839496: (+3055)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.364844218: (+4722)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364849830: (+5612)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.364855163: (+5333)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.364858589: (+3426)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364860737: (+2148)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.364871218: (+10481) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.364880144: (+8926)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364883626: (+3482)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.364892459: (+8833)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.364901626: (+9167)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364905107: (+3481)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.364928959: (+23852) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.364941792: (+12833) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364945533: (+3741)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.364963681: (+18148) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.364976589: (+12908) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.364980052: (+3463)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.365051126: (+71074) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.365064033: (+12907) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.365067718: (+3685)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.365091644: (+23926) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.365112441: (+20797) sched_switch:         kworker/0:0:2872 [120] W ==> ngrok:515 [120]
           ngrok-515   [000] 14583.365122330: (+9889)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-515   [000] 14583.365126681: (+4351)  sched_switch:         ngrok:515 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.365143052: (+16371) sched_switch:         kworker/u9:3:569 [100] W ==> ngrok:515 [120]
           ngrok-515   [000] 14583.365159830: (+16778) sched_switch:         ngrok:515 [120] S ==> ngrok:517 [120]
           ngrok-517   [000] 14583.365184459: (+24629) sched_switch:         ngrok:517 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.365188681: (+4222)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.365191163: (+2482)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.365217978: (+26815) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.365228422: (+10444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.365231515: (+3093)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.365240811: (+9296)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-515   [000] 14583.365244848: (+4037)  sched_switch:         ngrok:515 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.365252126: (+7278)  sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14583.365276181: (+24055) sched_switch:         kworker/u9:3:569 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14583.365287089: (+10908) sched_switch:         ksoftirqd/0:12 [120] S ==> ngrok:515 [120]
           ngrok-515   [000] 14583.365299311: (+12222) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-515   [000] 14583.365302922: (+3611)  sched_switch:         ngrok:515 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.365318089: (+15167) sched_switch:         kworker/u9:3:569 [100] W ==> ngrok:515 [120]
           ngrok-515   [000] 14583.365327922: (+9833)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.366230904: (+902982) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.366235718: (+4814)  sched_switch:         swapper/0:0 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14583.366250737: (+15019) sched_switch:         ngrok:517 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.366570589: (+319852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.366575107: (+4518)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.366584070: (+8963)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.366654311: (+70241) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.366658792: (+4481)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.366665904: (+7112)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.366736237: (+70333) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.366740644: (+4407)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.366747255: (+6611)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.366817644: (+70389) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.366822052: (+4408)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.366828607: (+6555)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.366899015: (+70408) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.366903404: (+4389)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.366909941: (+6537)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.366980385: (+70444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.366984774: (+4389)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.366991459: (+6685)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.367061978: (+70519) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.367066330: (+4352)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.367072922: (+6592)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.367143367: (+70445) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.367147885: (+4518)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.367154496: (+6611)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.367224922: (+70426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.367229367: (+4445)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14583.367235830: (+6463)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.367299496: (+63666) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.367301459: (+1963)  sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.367306311: (+4852)  sched_switch:         swapper/0:0 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14583.367335644: (+29333) sched_switch:         ngrok:517 [120] S ==> ngrok:515 [120]
           ngrok-515   [000] 14583.367343700: (+8056)  sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
           ngrok-515   [000] 14583.367349311: (+5611)  sched_switch:         ngrok:515 [120] S ==> ngrok:517 [120]
           ngrok-517   [000] 14583.367372811: (+23500) sched_switch:         ngrok:517 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.368385867: (+1013056) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.368392015: (+6148)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368411459: (+19444) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368436941: (+25482) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368457644: (+20703) sched_switch:         kworker/0:0:2872 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.368466200: (+8556)  sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.368469292: (+3092)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368474330: (+5038)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368479996: (+5666)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368485459: (+5463)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368489144: (+3685)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368491292: (+2148)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368515626: (+24334) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368528496: (+12870) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368532144: (+3648)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368549885: (+17741) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368561718: (+11833) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368565255: (+3537)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368612663: (+47408) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368626070: (+13407) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368629830: (+3760)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368637478: (+7648)  sched_switch:         kworker/u9:3:569 [100] W ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368641052: (+3574)  sched_switch:         kworker/0:0:2872 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.368799404: (+158352) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.368804681: (+5277)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368822552: (+17871) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368845811: (+23259) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368866163: (+20352) sched_switch:         kworker/0:0:2872 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14583.368874385: (+8222)  sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14583.368877441: (+3056)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368882089: (+4648)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368887718: (+5629)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368892811: (+5093)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368896385: (+3574)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368898533: (+2148)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368920607: (+22074) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368933292: (+12685) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368936830: (+3538)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368953626: (+16796) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14583.368966496: (+12870) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14583.368969867: (+3371)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.368986867: (+17000) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14583.369007181: (+20314) sched_switch:         kworker/u9:3:569 [100] D ==> ngrok:517 [120]
           ngrok-517   [000] 14583.369020237: (+13056) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14583.369024255: (+4018)  sched_switch:         ngrok:517 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.369041311: (+17056) sched_switch:         kworker/u9:3:569 [100] D ==> ngrok:517 [120]
           ngrok-517   [000] 14583.369053570: (+12259) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14583.369057533: (+3963)  sched_switch:         ngrok:517 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.369091274: (+33741) sched_switch:         kworker/u9:3:569 [100] D ==> ngrok:517 [120]
           ngrok-517   [000] 14583.369104700: (+13426) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14583.369108663: (+3963)  sched_switch:         ngrok:517 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.369116533: (+7870)  sched_switch:         kworker/u9:3:569 [100] W ==> ngrok:517 [120]
           ngrok-517   [000] 14583.369130144: (+13611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14583.369151644: (+21500) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14583.369156755: (+5111)  sched_switch:         ngrok:517 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14583.369184200: (+27445) sched_switch:         kworker/u9:3:569 [100] D ==> ngrok:515 [120]
           ngrok-515   [000] 14583.369203811: (+19611) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
