CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.331675655: (+3488389) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.334892118: (+3216463) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.339667673: (+4775555) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.343507673: (+3840000) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.347672470: (+4164797) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.350904359: (+3231889) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.354038655: (+3134296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.354042451: (+3796)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.354061933: (+19482) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.356637544: (+2575611) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.359670099: (+3032555) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.362234173: (+2564074) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.364112358: (+1878185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9119.364116784: (+4426)  sched_switch:         stress:2466 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.364128136: (+11352) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.365415433: (+1287297) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.367668284: (+2252851) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.369591858: (+1923574) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.375679803: (+6087945) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.380828229: (+5148426) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.383677673: (+2849444) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.386265358: (+2587685) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.391668655: (+5403297) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.396175062: (+4506407) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.399668284: (+3493222) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.402229655: (+2561371) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.404036118: (+1806463) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.404039692: (+3574)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.404056451: (+16759) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.405345284: (+1288833) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.407669118: (+2323834) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.409590766: (+1921648) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.414117340: (+4526574) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.414125340: (+8000)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.414155636: (+30296) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.418035599: (+3879963) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.423680099: (+5644500) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.428184210: (+4504111) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.431672469: (+3488259) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.434916488: (+3244019) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.439668506: (+4752018) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.443507988: (+3839482) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.447669543: (+4161555) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.451519877: (+3850334) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.454041803: (+2521926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.454045599: (+3796)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.454064080: (+18481) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.456007599: (+1943519) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.456024414: (+16815) sched_switch:         stress:2466 [120] D ==> stress:2462 [120]
          stress-2462  [001]  9119.459683525: (+3659111) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.462295451: (+2611926) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.464119303: (+1823852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.464123395: (+4092)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.464145154: (+21759) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.466076043: (+1930889) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.466158025: (+81982) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9119.471668228: (+5510203) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.476159969: (+4491741) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.479669617: (+3509648) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.481449951: (+1780334) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.482889395: (+1439444) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.484026099: (+1136704) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9119.487671506: (+3645407) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.491514154: (+3842648) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.495680136: (+4165982) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.498927969: (+3247833) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.503671376: (+4743407) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.504040932: (+369556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.504044914: (+3982)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.504061617: (+16703) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.507558117: (+3496500) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.507696154: (+138037) sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9119.507705395: (+9241)  sched_switch:         stress:2463 [120] R ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9119.507760080: (+54685) sched_switch:         kworker/1:2:2218 [120] D ==> stress:2463 [120]
          stress-2463  [001]  9119.507782136: (+22056) sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9119.507786562: (+4426)  sched_switch:         stress:2463 [120] R ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9119.507804080: (+17518) sched_switch:         kworker/1:2:2218 [120] W ==> stress:2463 [120]
          stress-2463  [001]  9119.511685413: (+3881333) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.514120099: (+2434686) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.514124062: (+3963)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.514143839: (+19777) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.514952525: (+808686) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.519668895: (+4716370) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.523508488: (+3839593) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.527669006: (+4160518) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.531509599: (+3840593) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.535687747: (+4178148) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.538941710: (+3253963) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.539023747: (+82037) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9119.543675506: (+4651759) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.547538543: (+3863037) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.551669395: (+4130852) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.554040210: (+2370815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.554044173: (+3963)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.554062173: (+18000) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.555546673: (+1484500) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.557204617: (+1657944) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9119.557208710: (+4093)  sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.558498858: (+1290148) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.563687524: (+5188666) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.564117524: (+430000) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.564122247: (+4723)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.564142895: (+20648) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.567590154: (+3447259) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.571671895: (+4081741) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.574938191: (+3266296) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.579671876: (+4733685) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.583520043: (+3848167) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.587669802: (+4149759) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.590873209: (+3203407) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.595670006: (+4796797) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.600171561: (+4501555) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.603684654: (+3513093) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.604041969: (+357315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.604046172: (+4203)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.604063321: (+17149) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.606301283: (+2237962) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.611673024: (+5371741) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.614119265: (+2446241) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.614123580: (+4315)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.614143061: (+19481) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.616212820: (+2069759) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.619672043: (+3459223) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.622241376: (+2569333) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.627670876: (+5429500) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.632166024: (+4495148) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.635689191: (+3523167) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.638938857: (+3249666) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.643674413: (+4735556) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.647528802: (+3854389) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.651673228: (+4144426) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.654041654: (+2368426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.654046043: (+4389)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.654063487: (+17444) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.654911524: (+848037) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.654922820: (+11296) sched_switch:         stress:2466 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9119.659676080: (+4753260) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.663556931: (+3880851) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.664119450: (+562519) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.664123376: (+3926)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.664143357: (+19981) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.664789117: (+645760) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.667674246: (+2885129) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.670238839: (+2564593) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.670246950: (+8111)  sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9119.670249857: (+2907)  sched_switch:         stress:2463 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.675686117: (+5436260) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.679551265: (+3865148) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.680345931: (+794666) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9119.680350061: (+4130)  sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.680365413: (+15352) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.681009857: (+644444) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.683681913: (+2672056) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.686249191: (+2567278) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.686268931: (+19740) sched_switch:         stress:2466 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9119.690425968: (+4157037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.690435172: (+9204)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.690467820: (+32648) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.693720320: (+3252500) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.699677839: (+5957519) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.704047468: (+4369629) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.704050950: (+3482)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.704065320: (+14370) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.704873005: (+807685) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.707677005: (+2804000) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.709604931: (+1927926) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.714115283: (+4510352) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.714118450: (+3167)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.714133320: (+14870) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.718051839: (+3918519) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.718093450: (+41611) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
          stress-2462  [001]  9119.723047320: (+4953870) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.723050320: (+3000)  sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.726905727: (+3855407) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.726914209: (+8482)  sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9119.731674024: (+4759815) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.735518098: (+3844074) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.739673968: (+4155870) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.742878116: (+3204148) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.743689283: (+811167) sched_switch:         stress:2466 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.744335431: (+646148) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.744353227: (+17796) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9119.747674135: (+3320908) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.750244264: (+2570129) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.754040709: (+3796445) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.754044357: (+3648)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.754058709: (+14352) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.757295468: (+3236759) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.759684653: (+2389185) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.762258820: (+2574167) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.764114542: (+1855722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.764117672: (+3130)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.764135505: (+17833) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.765429246: (+1293741) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.767686653: (+2257407) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.770260283: (+2573630) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.770790487: (+530204) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.770793301: (+2814)  sched_switch:         stress:2467 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.770803505: (+10204) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9119.775675764: (+4872259) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.779518357: (+3842593) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.783684098: (+4165741) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.787543709: (+3859611) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.787587857: (+44148) sched_switch:         stress:2466 [120] D ==> stress:2463 [120]
          stress-2463  [001]  9119.787601801: (+13944) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9119.791683783: (+4081982) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.794906542: (+3222759) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.799675579: (+4769037) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.803520005: (+3844426) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.804041931: (+521926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.804046023: (+4092)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.804069598: (+23575) sched_switch:         ngrok:515 [120] S ==> stress:2463 [120]
          stress-2463  [001]  9119.804112820: (+43222) sched_switch:         stress:2463 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.804771764: (+658944) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.804853431: (+81667) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.807705857: (+2852426) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.809640894: (+1935037) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.814131875: (+4490981) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9119.814143412: (+11537) sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.814180209: (+36797) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.818077079: (+3896870) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.823675283: (+5598204) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.828165931: (+4490648) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.831686560: (+3520629) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.834258672: (+2572112) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.839673616: (+5414944) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.844157764: (+4484148) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.847674542: (+3516778) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.850878486: (+3203944) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.854056505: (+3178019) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9119.854064171: (+7666)  sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.854094320: (+30149) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.856712875: (+2618555) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.859680134: (+2967259) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.862277023: (+2596889) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.864152005: (+1874982) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
