CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2395  [002]  9119.005893212: (+206537) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9119.005981989: (+88777) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.011661489: (+5679500) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2468  [000]  9119.011661693: (+204)   sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2460  [002]  9119.011662582: (+889)   sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9119.014110452: (+2447870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9119.014114489: (+4037)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.014127434: (+12945) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.016208286: (+2080852) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9119.018008971: (+1800685) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
 task_client_B.a-2397  [000]  9119.018195897: (+186926) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2462  [001]  9119.019660767: (+1464870) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.022227378: (+2566611) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.022246045: (+18667) sched_switch:         stress:2466 [120] D ==> stress:2467 [120]
          stress-2465  [000]  9119.023659860: (+1413815) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2459  [002]  9119.023664989: (+5129)  sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          stress-2459  [002]  9119.023669323: (+4334)  sched_switch:         stress:2459 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9119.023685452: (+16129) sched_switch:         kcompactd0:43 [120] S ==> task_client_A.a:2395 [120]
          stress-2467  [001]  9119.027660008: (+3974556) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9119.029629749: (+1969741) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9119.029912452: (+282703) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
   task_server.a-2393  [001]  9119.032226082: (+2313630) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9119.035700786: (+3474704) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9119.035702323: (+1537)  sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
          stress-2461  [000]  9119.035728452: (+26129) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9119.038938156: (+3209704) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.038959526: (+21370) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9119.042026452: (+3066926) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2467  [001]  9119.042048693: (+22241) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9119.042052378: (+3685)  sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9119.042387545: (+335167) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
   task_server.a-2393  [001]  9119.044629119: (+2241574) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.044638675: (+9556)  sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2468  [000]  9119.047663137: (+3024462) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2460  [002]  9119.047665008: (+1871)  sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
          stress-2466  [001]  9119.047665415: (+407)   sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.050232582: (+2567167) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.050260156: (+27574) sched_switch:         stress:2466 [120] D ==> stress:2463 [120]
          stress-2463  [001]  9119.050288508: (+28352) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
 task_client_B.a-2397  [000]  9119.053281452: (+2992944) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
 task_client_A.a-2395  [002]  9119.053676137: (+394685) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2459  [002]  9119.053865674: (+189537) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          stress-2459  [002]  9119.053869563: (+3889)  sched_switch:         stress:2459 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9119.053913915: (+44352) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9119.054029767: (+115852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.054033267: (+3500)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.054052452: (+19185) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9119.054110008: (+57556) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2459  [002]  9119.054956174: (+846166) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          stress-2459  [002]  9119.054959489: (+3315)  sched_switch:         stress:2459 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9119.054986286: (+26797) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9119.055007082: (+20796) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9119.055028637: (+21555) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9119.055042434: (+13797) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9119.055068730: (+26296) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
          stress-2465  [000]  9119.055678934: (+610204) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9119.055964804: (+285870) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9119.057261989: (+1297185) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_B.a-2397  [000]  9119.058221952: (+959963) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2467  [001]  9119.059679619: (+1457667) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9119.059680026: (+407)   sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9119.062284045: (+2604019) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9119.063610267: (+1326222) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2461  [000]  9119.063686582: (+76315) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2462  [001]  9119.064113174: (+426592) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.064120063: (+6889)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.064154489: (+34426) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.065471786: (+1317297) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2464  [002]  9119.067693286: (+2221500) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9119.067705656: (+12370) sched_switch:         stress:2464 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9119.067741156: (+35500) sched_switch:         kworker/2:1:2180 [120] W ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9119.069346397: (+1605241) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2467  [001]  9119.071661008: (+2314611) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2465  [000]  9119.071663174: (+2166)  sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9119.071923526: (+260352) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9119.071942878: (+19352) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-2397  [000]  9119.074037211: (+2094333) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2460  [002]  9119.075667804: (+1630593) sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9119.078082415: (+2414611) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9119.078091785: (+9370)  sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2395  [002]  9119.079443434: (+1351649) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2468  [000]  9119.079663434: (+220000) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2466  [001]  9119.079682267: (+18833) sched_switch:         stress:2466 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9119.080968304: (+1286037) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9119.080979637: (+11333) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
          stress-2459  [002]  9119.083661804: (+2682167) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9119.083663526: (+1722)  sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9119.085290415: (+1626889) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
   task_server.a-2393  [001]  9119.086225674: (+935259) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2465  [000]  9119.087661860: (+1436186) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9119.087882804: (+220944) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
 task_client_B.a-2397  [000]  9119.090035748: (+2152944) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2462  [001]  9119.091673897: (+1638149) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9119.091692878: (+18981) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9119.095496637: (+3803759) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2460  [002]  9119.095565285: (+68648) sched_switch:         stress:2460 [120] D ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9119.095628767: (+63482) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2461  [000]  9119.095682730: (+53963) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9119.096873174: (+1190444) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9119.099662841: (+2789667) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9119.099665415: (+2574)  sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9119.101232230: (+1566815) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
   task_server.a-2393  [001]  9119.102865489: (+1633259) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9119.103126230: (+260741) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9119.103130563: (+4333)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9119.103174359: (+43796) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
          stress-2465  [000]  9119.103671804: (+497445) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9119.103676619: (+4815)  sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2462  [001]  9119.104034434: (+357815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.104038211: (+3777)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.104060859: (+22648) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
          stress-2464  [002]  9119.104220730: (+159871) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9119.104228341: (+7611)  sched_switch:         stress:2464 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9119.104256897: (+28556) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9119.104285230: (+28333) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9119.104302434: (+17204) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9119.104841026: (+538592) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
   task_server.a-2393  [001]  9119.105354434: (+513408) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_B.a-2397  [000]  9119.106066526: (+712092) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2467  [001]  9119.107676600: (+1610074) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9119.107691211: (+14611) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9119.109614285: (+1923074) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9119.110505415: (+891130) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2465  [000]  9119.111665026: (+1159611) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2462  [001]  9119.114117582: (+2452556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.114125619: (+8037)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
