CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9118.783656638: (+2139277) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9118.786124898: (+2468260) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9118.786218083: (+93185) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2465  [000]  9118.787655009: (+1436926) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2467  [001]  9118.791654842: (+3999833) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9118.791655601: (+759)   sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9118.794328935: (+2673334) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
   task_server.a-2393  [001]  9118.796144583: (+1815648) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
 task_client_A.a-2395  [002]  9118.797683657: (+1539074) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2468  [000]  9118.799657916: (+1974259) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2463  [001]  9118.799659027: (+1111)  sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.802859527: (+3200500) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2460  [002]  9118.803658064: (+798537) sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9118.803771101: (+113037) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9118.803775101: (+4000)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9118.803816935: (+41834) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9118.804023916: (+206981) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9118.804027398: (+3482)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9118.804044916: (+17518) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.804690916: (+646000) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_A.a-2395  [002]  9118.804861361: (+170445) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9118.804865416: (+4055)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9118.804889750: (+24334) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9118.804912324: (+22574) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9118.804928453: (+16129) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9118.805465749: (+537296) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2466  [001]  9118.807674175: (+2208426) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.810280527: (+2606352) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9118.810310712: (+30185) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2461  [000]  9118.811680620: (+1369908) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2462  [001]  9118.814118398: (+2437778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9118.814135305: (+16907) sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9118.814195861: (+60556) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
          stress-2464  [002]  9118.815697064: (+1501203) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9118.817481972: (+1784908) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
 task_client_B.a-2397  [000]  9118.818440898: (+958926) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
 task_client_A.a-2395  [002]  9118.821571953: (+3131055) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2465  [000]  9118.823655712: (+2083759) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2463  [001]  9118.823658064: (+2352)  sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9118.827656509: (+3998445) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9118.828791694: (+1135185) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_B.a-2397  [000]  9118.829377046: (+585352) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2468  [000]  9118.831660453: (+2283407) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2467  [001]  9118.831667564: (+7111)  sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.833589398: (+1921834) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_B.a-2397  [000]  9118.834165027: (+575629) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
 task_client_A.a-2395  [002]  9118.834311731: (+146704) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2468  [000]  9118.839681749: (+5370018) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2466  [001]  9118.839681768: (+19)    sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9118.839768157: (+86389) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9118.844856064: (+5087907) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_B.a-2397  [000]  9118.845754990: (+898926) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9118.845769305: (+14315) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2462  [001]  9118.847668046: (+1898741) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.850260972: (+2592926) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2460  [002]  9118.851673027: (+1412055) sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
          stress-2461  [000]  9118.851673897: (+870)   sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9118.853971916: (+2298019) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9118.853976786: (+4870)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9118.854028120: (+51334) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2467  [001]  9118.854035972: (+7852)  sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9118.854040083: (+4111)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-552   [002]  9118.854058360: (+18277) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-515   [001]  9118.854068416: (+10056) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
           ngrok-517   [002]  9118.854083583: (+15167) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9118.854098379: (+14796) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9118.854126657: (+28278) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9118.856650009: (+2523352) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
 task_client_B.a-2397  [000]  9118.858201027: (+1551018) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
 task_client_A.a-2395  [002]  9118.858344231: (+143204) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2463  [001]  9118.859661268: (+1317037) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.862226453: (+2565185) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2465  [000]  9118.863656490: (+1430037) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2459  [002]  9118.863666101: (+9611)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          stress-2459  [002]  9118.863673842: (+7741)  sched_switch:         stress:2459 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9118.863701527: (+27685) sched_switch:         kworker/2:1:2180 [120] W ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9118.864116453: (+414926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9118.864119638: (+3185)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9118.864131749: (+12111) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.866083786: (+1952037) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9118.869577990: (+3494204) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
 task_client_B.a-2397  [000]  9118.869679546: (+101556) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2467  [001]  9118.871670360: (+1990814) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9118.875681490: (+4011130) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
          stress-2468  [000]  9118.875681564: (+74)    sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9118.876252453: (+570889) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9118.879663657: (+3411204) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.882234157: (+2570500) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_B.a-2397  [000]  9118.882294916: (+60759) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9118.882409953: (+115037) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2462  [001]  9118.887662434: (+5252481) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9118.887671157: (+8723)  sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
          stress-2461  [000]  9118.887674638: (+3481)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9118.892163212: (+4488574) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
 task_client_A.a-2395  [002]  9118.893475731: (+1312519) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
 task_client_B.a-2397  [000]  9118.893606620: (+130889) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2463  [001]  9118.895662638: (+2056018) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.898873879: (+3211241) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2465  [000]  9118.899657564: (+783685) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2459  [002]  9118.899657916: (+352)   sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9118.903184990: (+3527074) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9118.903189379: (+4389)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9118.903233545: (+44166) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
          stress-2466  [001]  9118.903659064: (+425519) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.904027323: (+368259) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9118.904031323: (+4000)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9118.904051675: (+20352) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9118.904274712: (+223037) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9118.904278527: (+3815)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9118.904303675: (+25148) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9118.904325971: (+22296) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9118.904342194: (+16223) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9118.906339860: (+1997666) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
 task_client_A.a-2395  [002]  9118.906601379: (+261519) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9118.907539212: (+937833) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9118.911659323: (+4120111) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9118.911660175: (+852)   sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
          stress-2468  [000]  9118.911662601: (+2426)  sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9118.914102212: (+2439611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9118.914105694: (+3482)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9118.914117749: (+12055) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.914888527: (+770778) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9118.917243305: (+2354778) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
 task_client_B.a-2397  [000]  9118.917529879: (+286574) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2467  [001]  9118.919671342: (+2141463) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9118.919746934: (+75592) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9118.919757527: (+10593) sched_switch:         stress:2464 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002]  9118.919790268: (+32741) sched_switch:         rcu_preempt:13 [120] W ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9118.922546823: (+2756555) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
   task_server.a-2393  [001]  9118.923579508: (+1032685) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2461  [000]  9118.923687582: (+108074) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2462  [001]  9118.927669008: (+3981426) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9118.927684582: (+15574) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9118.927692990: (+8408)  sched_switch:         stress:2464 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002]  9118.927712916: (+19926) sched_switch:         rcu_preempt:13 [120] W ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9118.930472990: (+2760074) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
   task_server.a-2393  [001]  9118.931525249: (+1052259) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9118.931537805: (+12556) sched_switch:         stress:2466 [120] D ==> stress:2463 [120]
          stress-2463  [001]  9118.931588693: (+50888) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
          stress-2465  [000]  9118.931681693: (+93000) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2465  [000]  9118.931685842: (+4149)  sched_switch:         stress:2465 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9118.931696934: (+11092) sched_switch:         rcu_preempt:13 [120] W ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9118.933031749: (+1334815) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
 task_client_A.a-2395  [002]  9118.933381508: (+349759) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2465  [000]  9118.935659434: (+2277926) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2462  [001]  9118.935661379: (+1945)  sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9118.935719230: (+57851) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9118.938301119: (+2581889) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2460  [002]  9118.938308434: (+7315)  sched_switch:         stress:2460 [120] D ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9118.938315434: (+7000)  sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
 task_client_B.a-2397  [000]  9118.938559897: (+244463) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
   task_server.a-2393  [001]  9118.938576916: (+17019) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9118.938872879: (+295963) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9118.938879008: (+6129)  sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2459  [002]  9118.943659101: (+4780093) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2468  [000]  9118.943660916: (+1815)  sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2466  [001]  9118.943661360: (+444)   sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.947505582: (+3844222) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
 task_client_A.a-2395  [002]  9118.947513027: (+7445)  sched_wakeup:         stress:2460 [120]<CANT FIND FIELD success> CPU:002
 task_client_B.a-2397  [000]  9118.949164508: (+1651481) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
 task_client_A.a-2395  [002]  9118.949470397: (+305889) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2465  [000]  9118.951659175: (+2188778) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2463  [001]  9118.951661379: (+2204)  sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9118.953377397: (+1716018) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          stress-2460  [002]  9118.953381767: (+4370)  sched_switch:         stress:2460 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9118.953424360: (+42593) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9118.954027434: (+603074) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9118.954031212: (+3778)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9118.954051527: (+20315) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9118.954329045: (+277518) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9118.954469101: (+140056) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9118.954473008: (+3907)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9118.954511304: (+38296) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9118.954541879: (+30575) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9118.954572212: (+30333) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9118.954591416: (+19204) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9118.954622471: (+31055) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9118.954902601: (+280130) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9118.957805582: (+2902981) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2467  [001]  9118.959665471: (+1859889) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2461  [000]  9118.959683693: (+18222) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9118.963554823: (+3871130) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2464  [002]  9118.963681193: (+126370) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
          stress-2463  [001]  9118.964108508: (+427315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9118.964113175: (+4667)  sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9118.964136897: (+23722) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.964784730: (+647833) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_B.a-2397  [000]  9118.965388267: (+603537) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2465  [000]  9118.967661360: (+2273093) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2466  [001]  9118.967662934: (+1574)  sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9118.970061008: (+2398074) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
 task_client_B.a-2397  [000]  9118.970094156: (+33148) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
   task_server.a-2393  [001]  9118.970226156: (+132000) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9118.975660638: (+5434482) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2468  [000]  9118.975660953: (+315)   sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2460  [002]  9118.975662230: (+1277)  sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9118.980147619: (+4485389) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_B.a-2397  [000]  9118.981670508: (+1522889) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
 task_client_A.a-2395  [002]  9118.981775360: (+104852) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2462  [001]  9118.983660786: (+1885426) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9118.986223175: (+2562389) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2465  [000]  9118.987658934: (+1435759) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2459  [002]  9118.987659860: (+926)   sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2467  [001]  9118.991658823: (+3998963) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9118.991667990: (+9167)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2397  [000]  9118.991673897: (+5907)  sched_switch:         task_client_B.a:2397 [120] R ==> kworker/0:1:2177 [120]
 task_client_A.a-2395  [002]  9118.991692712: (+18815) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9118.991696193: (+3481)  sched_switch:         task_client_A.a:2395 [120] R ==> kworker/2:1:2180 [120]
     kworker/0:1-2177  [000]  9118.991704156: (+7963)  sched_switch:         kworker/0:1:2177 [120] W ==> task_client_B.a:2397 [120]
     kworker/2:1-2180  [002]  9118.991707508: (+3352)  sched_switch:         kworker/2:1:2180 [120] W ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9118.994106378: (+2398870) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
 task_client_B.a-2397  [000]  9118.994157619: (+51241) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9118.996193119: (+2035500) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9118.999683156: (+3490037) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9118.999684008: (+852)   sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
          stress-2461  [000]  9118.999692008: (+8000)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9119.002265082: (+2573074) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9119.003670230: (+1405148) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9119.003675082: (+4852)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9119.003717045: (+41963) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9119.004031675: (+314630) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9119.004035675: (+4000)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9119.004055434: (+19759) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9119.004760175: (+704741) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9119.004764064: (+3889)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9119.004790212: (+26148) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9119.004812823: (+22611) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9119.004828823: (+16000) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9119.005686675: (+857852) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
